SKETCH - PROJECT IDEA,0,WEEK 1 - PROCESS & PRACTICE,FEEDBACK,
MULTIPLE SKETCHES - LOGO,0,, ,
WEBSITE FORMAT,0, , ,
INTRODUCTION,0, ,  ,
IN CLASS ACTIVITY - DESIGN PROCESS,0,
ATTENTION TO DETAIL,0,
REFLECTED ON THIS WEEKS TASKS,0,
,0%,
